Template_ID;Template;Grade;Title;Source
127;Grundsätzlich arbeitete <title> <name> umsichtig, gewissenhaft und genau.;Sufficient;yes;978-3-648-02472-0
128;<pers_pron_nom> zeigte eine hohe Verlässlichkeit.;Satisfactory;no;978-3-648-02472-0
128;<title> <name> zeigte eine hohe Verlässlichkeit.;Satisfactory;yes;978-3-648-02472-0
129;<pers_pron_nom> arbeitete zuverlässig und genau.;Satisfactory;no;978-3-648-02472-0
129;<title> <name> arbeitete zuverlässig und genau.;Satisfactory;yes;978-3-648-02472-0
130;<pers_pron_nom> bewies Zuverlässigkeit und war vertrauenswürdig.;Satisfactory;no;978-3-648-02472-0
130;<title> <name> bewies Zuverlässigkeit und war vertrauenswürdig.;Satisfactory;yes;978-3-648-02472-0
131;<pers_pron_nom> erwies sich in entscheidenden Situationen als zuverlässig.;Sufficient;no;978-3-648-02472-0
131;<title> <name> erwies sich in entscheidenden Situationen als zuverlässig.;Sufficient;yes;978-3-648-02472-0
132;<pers_pron_nom> zeichnete sich durch <poss_nom_w_pl_acc_w_pl> Zuverlässigkeit in einigen wichtigen Situationen aus.;Sufficient;no;978-3-648-02472-0
132;<title> <name> zeichnete sich durch <poss_nom_w_pl_acc_w_pl> Zuverlässigkeit in einigen wichtigen Situationen aus.;Sufficient;yes;978-3-648-02472-0
133;<pers_pron_nom> war in den meisten Fällen verlässlich.;Poor;no;978-3-648-02472-0
133;<title> <name> war in den meisten Fällen verlässlich.;Poor;yes;978-3-648-02472-0
134;<pers_pron_nom> erwies sich in den entscheidenden Situationen im Großen und Ganzen als zuverlässig.;Poor;no;978-3-648-02472-0
134;<title> <name> erwies sich in den entscheidenden Situationen im Großen und Ganzen als zuverlässig.;Poor;yes;978-3-648-02472-0
135;<pers_pron_nom> bemühte sich stets, auch die wirtschaftlichen Belange <poss_gen_w_pl_dat_w> Firma im Blick zu behalten, um rentabel zu arbeiten.;Poor;no;978-3-648-02472-0
135;<title> <name> bemühte sich stets, auch die wirtschaftlichen Belange <poss_gen_w_pl_dat_w> Firma im Blick zu behalten, um rentabel zu arbeiten.;Poor;yes;978-3-648-02472-0
136;Durch <poss_nom_w_pl_acc_w_pl> Mitarbeit trug <pers_pron_nom> dazu bei, dass wir die Herstellungsdauer unserer Produkte verkürzen konnten.;Insufficient;no;978-3-648-02472-0
136;Durch <title_dat_acc> <name_s> Mitarbeit trug <pers_pron_nom> dazu bei, dass wir die Herstellungsdauer unserer Produkte verkürzen konnten.;Insufficient;yes;978-3-648-02472-0
137;<pers_pron_nom> pflegte einen kooperativen Führungsstil und erzielte mit <poss_dat_m_n> Team sehr zufrieden stellende Ergebnisse.;Satisfactory;no;978-3-648-02472-0
137;<title> <name> pflegte einen kooperativen Führungsstil und erzielte mit <poss_dat_m_n> Team sehr zufrieden stellende Ergebnisse.;Satisfactory;yes;978-3-648-02472-0
138;<pers_pron_nom> war in der Lage, <poss_nom_w_pl_acc_w_pl> Mitarbeiterinnen und Mitarbeiter sachgerecht anzuleiten.;Sufficient;no;978-3-648-02472-0
138;<title> <name> war in der Lage, <poss_nom_w_pl_acc_w_pl> Mitarbeiterinnen und Mitarbeiter sachgerecht anzuleiten.;Sufficient;yes;978-3-648-02472-0
139;Als <supervisor> war <pers_pron_nom> offen für Rückmeldungen und Verbesserungsvorschläge <poss_gen_w_pl_dat_w> Mitarbeiter.;Sufficient;no;978-3-648-02472-0
139;Als <supervisor> war <title> <name> offen für Rückmeldungen und Verbesserungsvorschläge <poss_gen_w_pl_dat_w> Mitarbeiter.;Sufficient;yes;978-3-648-02472-0
140;<pers_pron_nom> hat unseren Erwartungen entsprochen.;Sufficient;no;978-3-648-02472-0
140;<title> <name> hat unseren Erwartungen entsprochen.;Sufficient;yes;978-3-648-02472-0
141;<pers_pron_nom> führte die <pers_pron_dat> übertragenen Aufgaben mit Fleiß und Interesse durch.;Poor;no;978-3-648-02472-0
141;<title> <name> führte die <pers_pron_dat> übertragenen Aufgaben mit Fleiß und Interesse durch.;Poor;yes;978-3-648-02472-0
142;<pers_pron_nom> war stets bemüht, die Arbeiten zu unserer vollen Zufriedenheit zu erledigen.;Poor;no;978-3-648-02472-0
142;<title> <name> war stets bemüht, die Arbeiten zu unserer vollen Zufriedenheit zu erledigen.;Poor;yes;978-3-648-02472-0
143;<pers_pron_nom> versuchte immer mit großem Eifer, unsere Erwartungen zu erfüllen.;Insufficient;no;978-3-648-02472-0
143;<title> <name> versuchte immer mit großem Eifer, unsere Erwartungen zu erfüllen.;Insufficient;yes;978-3-648-02472-0
144;<pers_pron_nom> war bestrebt, <poss_nom_w_pl_acc_w_pl> Kenntnisse im Gespräch mit Kollegen darzulegen.;Insufficient;no;978-3-648-02472-0
144;<title> <name> war bestrebt, <poss_nom_w_pl_acc_w_pl> Kenntnisse im Gespräch mit Kollegen darzulegen.;Insufficient;yes;978-3-648-02472-0
145;<pers_pron_nom> war bemüht, <poss_nom_m_n_acc_n> Fachwissen weiterzuentwickeln und es in der Praxis einzusetzen.;Poor;no;978-3-648-02472-0
145;<title> <name> war bemüht, <poss_nom_m_n_acc_n> Fachwissen weiterzuentwickeln und es in der Praxis einzusetzen.;Poor;yes;978-3-648-02472-0
146;<pers_pron_nom> verfügt über herausragende IT-Kenntnisse.;Very Good;no;978-3-648-02472-0
146;<title> <name> verfügt über herausragende IT-Kenntnisse.;Very Good;yes;978-3-648-02472-0
147;Sowohl auf der Anwenderseite (Office-Produkte, Branchenlösungen) als auch bei der Neuanschaffung von Hard- und Software war <pers_pron_nom> immer <indef_art> allseits <appreciated> <contact>.;Very Good;no;978-3-648-02472-0
147;Sowohl auf der Anwenderseite (Office-Produkte, Branchenlösungen) als auch bei der Neuanschaffung von Hard- und Software war <title> <name> immer <indef_art> allseits <appreciated> <contact>.;Very Good;yes;978-3-648-02472-0
148;Besonders beeindruckt haben uns <poss_nom_w_pl_acc_w_pl> hervorragenden rhetorischen Fähigkeiten.;Very Good;no;978-3-648-02472-0
148;Besonders beeindruckt haben uns <title_dat_acc> <name_s> hervorragenden rhetorischen Fähigkeiten.;Very Good;yes;978-3-648-02472-0
149;Besonders beeindruckt haben uns <poss_nom_w_pl_acc_w_pl> guten rhetorischen Fähigkeiten.;Good;no;978-3-648-02472-0
149;Besonders beeindruckt haben uns <title_dat_acc> <name_s> guten rhetorischen Fähigkeiten.;Good;yes;978-3-648-02472-0
150;Jederzeit überzeugte <pers_pron_nom> uns durch <poss_nom_w_pl_acc_w_pl> stark ausgebildete Kreativität und Problemlösungsfähigkeit.;Good;no;978-3-648-02472-0
150;Jederzeit überzeugte <title> <name> uns durch <poss_nom_w_pl_acc_w_pl> stark ausgebildete Kreativität und Problemlösungsfähigkeit.;Good;yes;978-3-648-02472-0
151;<pers_pron_nom> war stets bemüht, <poss_nom_w_pl_acc_w_pl> wirtschaftliche Sachkompetenz zu entwickeln.;Poor;no;978-3-648-02472-0
151;<title> <name> war stets bemüht, <poss_nom_w_pl_acc_w_pl> wirtschaftliche Sachkompetenz zu entwickeln.;Poor;yes;978-3-648-02472-0
152;Bemerkenswert war <poss_nom_m_n_acc_n> bemühen um Kreativität.;Poor;no;978-3-648-02472-0
152;Bemerkenswert war <title_dat_acc> <name_s> bemühen um Kreativität.;Poor;yes;978-3-648-02472-0
153;<pers_pron_nom> bildete sich stets in eigener Initiative durch den Besuch interner und externer Seminare beruflich weiter und war dabei immer sehr erfolgreich.;Very Good;no;978-3-648-02472-0
153;<title> <name> bildete sich stets in eigener Initiative durch den Besuch interner und externer Seminare beruflich weiter und war dabei immer sehr erfolgreich.;Very Good;yes;978-3-648-02472-0
154;Hervorzuheben ist, dass <pers_pron_nom> regelmäßig an unterschiedlichen fachbezogenen Weiterbildungsseminaren Gewinn bringend teilgenommen hat.;Good;no;978-3-648-02472-0
154;Hervorzuheben ist, dass <title> <name> regelmäßig an unterschiedlichen fachbezogenen Weiterbildungsseminaren Gewinn bringend teilgenommen hat.;Good;yes;978-3-648-02472-0
155;Hervorzuheben ist, dass <pers_pron_nom> regelmäßig an den unterschiedlichsten fachbezogenen Weiterbildungsseminaren erfolgreich teilgenommen hat und immer mit neuen Impulsen die Arbeit in der Firma bereicherte.;Very Good;no;978-3-648-02472-0
155;Hervorzuheben ist, dass <title> <name> regelmäßig an den unterschiedlichsten fachbezogenen Weiterbildungsseminaren erfolgreich teilgenommen hat und immer mit neuen Impulsen die Arbeit in der Firma bereicherte.;Very Good;yes;978-3-648-02472-0
156;Hervorzuheben ist, dass <pers_pron_nom> regelmäßig an fachbezogenen Weiterbildungsseminaren teilgenommen hat.;Satisfactory;no;978-3-648-02472-0
156;Hervorzuheben ist, dass <title> <name> regelmäßig an fachbezogenen Weiterbildungsseminaren teilgenommen hat.;Satisfactory;yes;978-3-648-02472-0
157;<pers_pron_nom> hat an einem Seminar zur beruflichen Weiterbildung teilgenommen.;Sufficient;no;978-3-648-02472-0
157;<title> <name> hat an einem Seminar zur beruflichen Weiterbildung teilgenommen.;Sufficient;yes;978-3-648-02472-0
158;<pers_pron_nom> entwickelte <poss_nom_m_n_acc_n> Grundwissen, indem <pers_pron_nom> fachbezogene Seminare besuchte.;Sufficient;no;978-3-648-02472-0
158;<title> <name> entwickelte <poss_nom_m_n_acc_n> Grundwissen, indem <pers_pron_nom> fachbezogene Seminare besuchte.;Sufficient;yes;978-3-648-02472-0
159;Wenn <pers_pron_nom> eingeladen wurde, besuchte <pers_pron_nom> Weiterbildungsseminare.;Poor;no;978-3-648-02472-0
159;Wenn <title> <name> eingeladen wurde, besuchte <pers_pron_nom> Weiterbildungsseminare.;Poor;yes;978-3-648-02472-0
160;<pers_pron_nom> bildete sich durch den Besuch interner und externer Seminare beruflich weiter und war dabei im Großen und Ganzen erfolgreich.;Poor;no;978-3-648-02472-0
160;<title> <name> bildete sich durch den Besuch interner und externer Seminare beruflich weiter und war dabei im Großen und Ganzen erfolgreich.;Poor;yes;978-3-648-02472-0
161;Es gelang <pers_pron_dat> teilweise, <poss_nom_w_pl_acc_w_pl> Kenntnisse durch die Teilnahme an einer Weiterbildungsveranstaltung in Maßen zu erweitern.;Insufficient;no;978-3-648-02472-0
161;Es gelang <title_dat_acc> <name> teilweise, <poss_nom_w_pl_acc_w_pl> Kenntnisse durch die Teilnahme an einer Weiterbildungsveranstaltung in Maßen zu erweitern.;Insufficient;yes;978-3-648-02472-0
162;<pers_pron_nom> war auf dem besten Wege, <poss_nom_m_n_acc_n> Grundwissen durch fachbezogene Seminare zu festigen.;Insufficient;no;978-3-648-02472-0
162;<title> <name> war auf dem besten Wege, <poss_nom_m_n_acc_n> Grundwissen durch fachbezogene Seminare zu festigen.;Insufficient;yes;978-3-648-02472-0
163;<pers_pron_nom> nahm sich den Besuch interner und externer Seminare zur beruflichen Weiterbildung vor.;Insufficient;no;978-3-648-02472-0
163;<title> <name> nahm sich den Besuch interner und externer Seminare zur beruflichen Weiterbildung vor.;Insufficient;yes;978-3-648-02472-0
164;<poss_nom_w_pl_acc_w_pl> äußerst schnelle Auffassungsgabe ermöglichte es <pers_pron_dat>, auch schwierigste Situationen sofort zu überblicken und dabei stets das Wesentliche zu erkennen.;Very Good;no;978-3-648-02472-0
164;<poss_nom_w_pl_acc_w_pl> äußerst schnelle Auffassungsgabe ermöglichte es <title_dat_acc> <name>, auch schwierigste Situationen sofort zu überblicken und dabei stets das Wesentliche zu erkennen.;Very Good;yes;978-3-648-02472-0
165;<poss_nom_w_pl_acc_w_pl> durchschnittliche Auffassungsgabe ermöglichte es <pers_pron_acc>, auch schwierigere Sachverhalte zu überblicken und dabei mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten sehr oft das Wesentliche zu erkennen.;Poor;no;978-3-648-02472-0
165;<poss_nom_w_pl_acc_w_pl> durchschnittliche Auffassungsgabe ermöglichte es <title_dat_acc> <name>, auch schwierigere Sachverhalte zu überblicken und dabei mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten sehr oft das Wesentliche zu erkennen.;Poor;yes;978-3-648-02472-0
166;<poss_nom_w_pl_acc_w_pl> vorhandene Auffassungsgabe ermöglichte es <pers_pron_acc>, sich zu bemühen, auch schwierigere Sachverhalte zu überblicken und dabei mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten sehr oft das Wesentliche zu erkennen.;Insufficient;no;978-3-648-02472-0
166;<poss_nom_w_pl_acc_w_pl> vorhandene Auffassungsgabe ermöglichte es <title_dat_acc> <name>, sich zu bemühen, auch schwierigere Sachverhalte zu überblicken und dabei mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten sehr oft das Wesentliche zu erkennen.;Insufficient;yes;978-3-648-02472-0
167;<pers_pron_nom> verfügt über ein äußerst profundes Fachwissen, welches <pers_pron_nom> stets effektiv und erfolgreich in der Praxis einsetzt.;Good;no;978-3-648-02472-0
167;<title> <name> verfügt über ein äußerst profundes Fachwissen, welches <pers_pron_nom> stets effektiv und erfolgreich in der Praxis einsetzt.;Good;yes;978-3-648-02472-0
168;Hervorzuheben ist, dass <pers_pron_nom> regelmäßig an unterschiedlichen fachbezogenen Weiterbildungsseminaren gewinnbringend teilgenommen hat.;Good;no;978-3-648-02472-0
168;Hervorzuheben ist, dass <title> <name> regelmäßig an unterschiedlichen fachbezogenen Weiterbildungsseminaren gewinnbringend teilgenommen hat.;Good;yes;978-3-648-02472-0
169;Die Verbindung von rascher Auffassungsgabe und gut ausgebildeter Methodik ließen <pers_pron_acc> auftretende Probleme schnell einer eleganten Lösung zuführen.;Good;no;978-3-648-02472-0
169;Die Verbindung von rascher Auffassungsgabe und gut ausgebildeter Methodik ließen <title_dat_acc> <name> auftretende Probleme schnell einer eleganten Lösung zuführen.;Good;yes;978-3-648-02472-0
170;Hervorzuheben ist <poss_nom_w_pl_acc_w_pl> gut entwickelte Fähigkeit, konzeptionell und konstruktiv zu arbeiten, sowie <poss_nom_w_pl_acc_w_pl> präzise Urteilsfähigkeit.;Good;no;978-3-648-02472-0
170;Hervorzuheben ist <title_dat_acc> <name_s> gut entwickelte Fähigkeit, konzeptionell und konstruktiv zu arbeiten, sowie <poss_nom_w_pl_acc_w_pl> präzise Urteilsfähigkeit.;Good;yes;978-3-648-02472-0
171;<pers_pron_nom> erledigte <poss_nom_w_pl_acc_w_pl> Aufgaben mit großem Engagement und persönlichem Einsatz während <poss_gen_w_pl_dat_w> gesamten Beschäftigungszeit in unserem Unternehmen.;Good;no;978-3-648-02472-0
171;<title> <name> erledigte <poss_nom_w_pl_acc_w_pl> Aufgaben mit großem Engagement und persönlichem Einsatz während <poss_gen_w_pl_dat_w> gesamten Beschäftigungszeit in unserem Unternehmen.;Good;yes;978-3-648-02472-0
172;Auch unter schwierigen Arbeitsbedingungen und starker Belastung erfüllte <pers_pron_nom> unsere Erwartungen stets in zufrieden stellender Weise.;Good;no;978-3-648-02472-0
172;Auch unter schwierigen Arbeitsbedingungen und starker Belastung erfüllte <title> <name> unsere Erwartungen stets in zufrieden stellender Weise.;Good;yes;978-3-648-02472-0
173;Jederzeit war <poss_nom_m_n_acc_n> Vorgehen gut geplant, zügig und ergebnisorientiert.;Good;no;978-3-648-02472-0
173;Jederzeit war das Vorgehen von <title_dat_acc> <name> gut geplant, zügig und ergebnisorientiert.;Good;yes;978-3-648-02472-0
174;<pers_pron_nom> arbeitete generell zuverlässig und sehr genau.;Good;no;978-3-648-02472-0
174;<title> <name> arbeitete generell zuverlässig und sehr genau.;Good;yes;978-3-648-02472-0
175;Auch für schwierige Problemstellungen fand <pers_pron_nom> sehr effektive Lösungen, die <pers_pron_nom> erfolgreich in die Praxis umsetzte, wodurch <pers_pron_nom> stets gute Resultate erzielte.;Good;no;978-3-648-02472-0
175;Auch für schwierige Problemstellungen fand <title> <name> sehr effektive Lösungen, die <pers_pron_nom> erfolgreich in die Praxis umsetzte, wodurch <pers_pron_nom> stets gute Resultate erzielte.;Good;yes;978-3-648-02472-0
176;Wir waren mit <poss_dat_pl_acc_m> Leistungen jederzeit sehr zufrieden.;Good;no;978-3-648-02472-0
176;Wir waren mit den Leistungen von <title_dat_acc> <name> jederzeit sehr zufrieden.;Good;yes;978-3-648-02472-0
177;Wegen <poss_gen_m_n> frischen, verbindlichen und kooperativen Auftretens war <pers_pron_nom> <indef_art> allseits <appreciated> <contact>.;Good;no;978-3-648-02472-0
177;Wegen <poss_gen_m_n> frischen, verbindlichen und kooperativen Auftretens war <title> <name> <indef_art> allseits <appreciated> <contact>.;Good;yes;978-3-648-02472-0
178;<pers_pron_nom> verfügt über ein profundes Fachwissen, welches <pers_pron_nom> effektiv und erfolgreich in der Praxis einsetzt.;Good;no;978-3-648-02472-0
178;<title> <name> verfügt über ein profundes Fachwissen, welches <pers_pron_nom> effektiv und erfolgreich in der Praxis einsetzt.;Good;yes;978-3-648-02472-0
179;<pers_pron_nom> verfügt über umfassende Fachkenntnisse, auch in Randbereichen.;Very Good;no;978-3-648-08112-9
179;<title> <name> verfügt über umfassende Fachkenntnisse, auch in Randbereichen.;Very Good;yes;978-3-648-08112-9
180;<pers_pron_nom> verfügt über umfassende Fachkenntnisse.;Good;no;978-3-648-08112-9
180;<title> <name> verfügt über umfassende Fachkenntnisse.;Good;yes;978-3-648-08112-9
181;<pers_pron_nom> verfügt über entwicklungsfähige Kenntnisse <poss_gen_m_n> Arbeitsbereichs.;Insufficient;no;978-3-648-08112-9
181;<title> <name> verfügt über entwicklungsfähige Kenntnisse <poss_gen_m_n> Arbeitsbereichs.;Insufficient;yes;978-3-648-08112-9
182;<pers_pron_nom> hatte Gelegenheit, sich die erforderlichen Kenntnisse <poss_gen_m_n> Arbeitsbereichs anzueignen.;Poor;no;978-3-648-08112-9
182;<title> <name> hatte Gelegenheit, sich die erforderlichen Kenntnisse <poss_gen_m_n> Arbeitsbereichs anzueignen.;Poor;yes;978-3-648-08112-9
183;<pers_pron_nom> ist in der Lage, auch schwierige Situationen sofort zutreffend zu erfassen und schnell richtige Lösungen zu finden.;Very Good;no;978-3-648-08112-9
183;<title> <name> ist in der Lage, auch schwierige Situationen sofort zutreffend zu erfassen und schnell richtige Lösungen zu finden.;Very Good;yes;978-3-648-08112-9
184;<pers_pron_nom> überblickt schwierige Zusammenhänge, erkennt das Wesentliche und ist in der Lage, schnell Lösungen aufzuzeigen.;Good;no;978-3-648-08112-9
184;<title> <name> überblickt schwierige Zusammenhänge, erkennt das Wesentliche und ist in der Lage, schnell Lösungen aufzuzeigen.;Good;yes;978-3-648-08112-9
185;<pers_pron_nom> findet sich in neuen Situationen zurecht und ist auch in der Lage, komplizierte Zusammenhänge zu erfassen.;Satisfactory;no;978-3-648-08112-9
185;<title> <name> findet sich in neuen Situationen zurecht und ist auch in der Lage, komplizierte Zusammenhänge zu erfassen.;Satisfactory;yes;978-3-648-08112-9
186;<pers_pron_nom> ist mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten neuen Situationen gewachsen und in der Lage, komplizierte Zusammen hänge nachzuvollziehen.;Sufficient;no;978-3-648-08112-9
186;<title> <name> ist mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten neuen Situationen gewachsen und in der Lage, komplizierte Zusammen hänge nachzuvollziehen.;Sufficient;yes;978-3-648-08112-9
187;<pers_pron_nom> ist mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten neuen Situationen im Wesentlichen gewachsen.;Insufficient;no;978-3-648-08112-9
187;<title> <name> ist mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten neuen Situationen im Wesentlichen gewachsen.;Insufficient;yes;978-3-648-08112-9
188;<pers_pron_nom> war bemüht mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten neuen Situationen gerecht zu werden.;Poor;no;978-3-648-08112-9
188;<title> <name> war bemüht mit Unterstützung <poss_gen_w_pl_dat_w> Vorgesetzten neuen Situationen gerecht zu werden.;Poor;yes;978-3-648-08112-9
189;<pers_pron_nom> zeigte stets Eigeninitiative und überzeugte durch <poss_nom_w_pl_acc_w_pl> sehr große Leistungsbereitschaft.;Very Good;no;978-3-648-08112-9
189;<title> <name> zeigte stets Eigeninitiative und überzeugte durch <poss_nom_w_pl_acc_w_pl> sehr große Leistungsbereitschaft.;Very Good;yes;978-3-648-08112-9
190;<pers_pron_nom> ergriff von sich aus die Initiative und setzte sich mit überdurchschnittlicher Einsatzbereitschaft für unser Unternehmen ein.;Good;no;978-3-648-08112-9
190;<title> <name> ergriff von sich aus die Initiative und setzte sich mit überdurchschnittlicher Einsatzbereitschaft für unser Unternehmen ein.;Good;yes;978-3-648-08112-9
191;<pers_pron_nom> zeigte Einsatzbereitschaft und Eigeninitiative.;Satisfactory;no;978-3-648-08112-9
191;<title> <name> zeigte Einsatzbereitschaft und Eigeninitiative.;Satisfactory;yes;978-3-648-08112-9
192;<pers_pron_nom> hat der geforderten Einsatzbereitschaft entsprochen.;Sufficient;no;978-3-648-08112-9
192;<title> <name> hat der geforderten Einsatzbereitschaft entsprochen.;Sufficient;yes;978-3-648-08112-9
193;<pers_pron_nom> hat der geforderten Einsatzbereitschaft im Wesentlichen entsprochen.;Insufficient;no;978-3-648-08112-9
193;<title> <name> hat der geforderten Einsatzbereitschaft im Wesentlichen entsprochen.;Insufficient;yes;978-3-648-08112-9
194;<pers_pron_nom> hat sich bemüht, der geforderten Einsatzbereitschaft zu entsprechen.;Poor;no;978-3-648-08112-9
194;<title> <name> hat sich bemüht, der geforderten Einsatzbereitschaft zu entsprechen.;Poor;yes;978-3-648-08112-9
195;Auch stärkstem Arbeitsanfall ist <pers_pron_nom> jederzeit gewachsen.;Very Good;no;978-3-648-08112-9
195;Auch stärkstem Arbeitsanfall ist <title> <name> jederzeit gewachsen.;Very Good;yes;978-3-648-08112-9
196;Auch starkem Arbeitsanfall ist <pers_pron_nom> jederzeit gewachsen.;Good;no;978-3-648-08112-9
196;Auch starkem Arbeitsanfall ist <title> <name> jederzeit gewachsen.;Good;yes;978-3-648-08112-9
197;<pers_pron_nom> ist starkem Arbeitsanfall gewachsen.;Satisfactory;no;978-3-648-08112-9
197;<title> <name> ist starkem Arbeitsanfall gewachsen.;Satisfactory;yes;978-3-648-08112-9
198;<pers_pron_nom> ist dem üblichen Arbeitsanfall gewachsen.;Sufficient;no;978-3-648-08112-9
198;<title> <name> ist dem üblichen Arbeitsanfall gewachsen.;Sufficient;yes;978-3-648-08112-9
199;<pers_pron_nom> ist dem üblichen Arbeitsanfall im Wesentlichen gewachsen.;Insufficient;no;978-3-648-08112-9
199;<title> <name> ist dem üblichen Arbeitsanfall im Wesentlichen gewachsen.;Insufficient;yes;978-3-648-08112-9
200;<pers_pron_nom> ist bemüht, den üblichen Arbeitsanfall zu bewältigen.;Poor;no;978-3-648-08112-9
200;<title> <name> ist bemüht, den üblichen Arbeitsanfall zu bewältigen.;Poor;yes;978-3-648-08112-9
201;Besonders hervorzuheben ist <poss_nom_w_pl_acc_w_pl> Urteilsfähigkeit, die <pers_pron_acc> auch in schwierigen Lagen zu einem eigenständigen, abgewogenen und zutreffenden Urteil befähigt.;Very Good;no;978-3-648-08112-9
201;Besonders hervorzuheben ist <title_dat_acc> <name_s> Urteilsfähigkeit, die <pers_pron_acc> auch in schwierigen Lagen zu einem eigenständigen, abgewogenen und zutreffenden Urteil befähigt.;Very Good;yes;978-3-648-08112-9
202;<poss_nom_w_pl_acc_w_pl> Urteilsfähigkeit ist geprägt durch <poss_nom_w_pl_acc_w_pl> klare und logische Gedankenführung, die <pers_pron_acc> zu sicheren Urteilen befähigt.;Good;no;978-3-648-08112-9
202;<title_dat_acc> <name_s> Urteilsfähigkeit ist geprägt durch <poss_nom_w_pl_acc_w_pl> klare und logische Gedankenführung, die <pers_pron_acc> zu sicheren Urteilen befähigt.;Good;yes;978-3-648-08112-9
203;<poss_nom_w_pl_acc_w_pl> folgerichtige Denkweise kennzeichnet <poss_nom_w_pl_acc_w_pl> sichere Urteilsfähigkeit in vertrauten Zusammenhängen.;Satisfactory;no;978-3-648-08112-9
203;<title_dat_acc> <name_s> folgerichtige Denkweise kennzeichnet <poss_nom_w_pl_acc_w_pl> sichere Urteilsfähigkeit in vertrauten Zusammenhängen.;Satisfactory;yes;978-3-648-08112-9
204;Im vertrauten Zusammenhang kann <pers_pron_nom> sich auf <poss_nom_w_pl_acc_w_pl> Urteilsfähigkeit stützen.;Sufficient;no;978-3-648-08112-9
204;Im vertrauten Zusammenhang kann <title> <name> sich auf <poss_nom_w_pl_acc_w_pl> Urteilsfähigkeit stützen.;Sufficient;yes;978-3-648-08112-9
205;Im vertrauten Zusammenhang kann <pers_pron_nom> sich im Wesentlichen auf <poss_nom_w_pl_acc_w_pl> Urteilsfähigkeit stützen.;Insufficient;no;978-3-648-08112-9
205;Im vertrauten Zusammenhang kann <title> <name> sich im Wesentlichen auf <poss_nom_w_pl_acc_w_pl> Urteilsfähigkeit stützen.;Insufficient;yes;978-3-648-08112-9
206;<poss_nom_w_pl_acc_w_pl> Urteilsfähigkeit ist geprägt durch sprunghafte, teils widersprüchliche Gedankenführung ohne zu erkennen, worauf es ankommt.;Poor;no;978-3-648-08112-9
206;<title_dat_acc> <name_s> Urteilsfähigkeit ist geprägt durch sprunghafte, teils widersprüchliche Gedankenführung ohne zu erkennen, worauf es ankommt.;Poor;yes;978-3-648-08112-9
207;<pers_pron_nom> arbeitete stets sehr zuverlässig und genau.;Very Good;no;978-3-648-08112-9
207;<title> <name> arbeitete stets sehr zuverlässig und genau.;Very Good;yes;978-3-648-08112-9
208;<pers_pron_nom> arbeitete stets zuverlässig und gewissenhaft.;Good;no;978-3-648-08112-9
208;<title> <name> arbeitete stets zuverlässig und gewissenhaft.;Good;yes;978-3-648-08112-9
209;<pers_pron_nom> arbeitete zuverlässig und gewissenhaft.;Satisfactory;no;978-3-648-08112-9
209;<title> <name> arbeitete zuverlässig und gewissenhaft.;Satisfactory;yes;978-3-648-08112-9
210;<pers_pron_nom> bewältigte die entscheidenden Aufgaben zuverlässig.;Sufficient;no;978-3-648-08112-9
210;<title> <name> bewältigte die entscheidenden Aufgaben zuverlässig.;Sufficient;yes;978-3-648-08112-9
211;<pers_pron_nom> arbeitete in der Regel zuverlässig.;Insufficient;no;978-3-648-08112-9
211;<title> <name> arbeitete in der Regel zuverlässig.;Insufficient;yes;978-3-648-08112-9
212;<pers_pron_nom> ist um zuverlässige Arbeitsweise bemüht.;Poor;no;978-3-648-08112-9
212;<title> <name> ist um zuverlässige Arbeitsweise bemüht.;Poor;yes;978-3-648-08112-9
213;<pers_pron_nom> beherrscht <poss_dat_pl_acc_m> Arbeitsbereich selbstständig und sicher, hat oft neue Ideen und findet optimale Lösungen.;Very Good;no;978-3-648-08112-9
213;<title> <name> beherrscht <poss_dat_pl_acc_m> Arbeitsbereich selbstständig und sicher, hat oft neue Ideen und findet optimale Lösungen.;Very Good;yes;978-3-648-08112-9
214;<pers_pron_nom> bewältigt <poss_dat_pl_acc_m> Arbeitsbereich selbstständig und sicher, findet gute Lösungen und hat neue Ideen.;Good;no;978-3-648-08112-9
214;<title> <name> bewältigt <poss_dat_pl_acc_m> Arbeitsbereich selbstständig und sicher, findet gute Lösungen und hat neue Ideen.;Good;yes;978-3-648-08112-9
215;<pers_pron_nom> bewältigt <poss_dat_pl_acc_m> Arbeitsbereich sicher und findet brauchbare Lösungen.;Satisfactory;no;978-3-648-08112-9
215;<title> <name> bewältigt <poss_dat_pl_acc_m> Arbeitsbereich sicher und findet brauchbare Lösungen.;Satisfactory;yes;978-3-648-08112-9
216;<pers_pron_nom> bewältigt <poss_dat_pl_acc_m> Aufgabenbereich.;Sufficient;no;978-3-648-08112-9
216;<title> <name> bewältigt <poss_dat_pl_acc_m> Aufgabenbereich.;Sufficient;yes;978-3-648-08112-9
